reassignment_count,made_sla,sys_created_by,contact_type,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,resolved_by,duration_hours,opened_year,opened_month,opened_day,opened_weekday,opened_hour,sys_created_hour,sys_updated_year,sys_updated_month,sys_updated_day,sys_updated_weekday,sys_updated_hour,resolved_year,resolved_day,resolved_weekday,resolved_hour,closed_month,closed_weekday,closed_hour
1,1,177,3,1,1,2,0,39,0,1,0,27,136.58333333333334,0,3,23,2,16,16,0,3,29,1,8,0,24,3,8,3,1,8
0,0,1,3,1,1,2,12,114,0,1,0,101,239.55,0,3,23,2,16,16,0,4,2,5,15,0,28,0,15,4,5,15
2,0,185,3,1,1,2,59,47,0,1,0,36,429.53333333333336,0,3,23,2,16,16,0,4,10,6,13,0,5,1,13,4,6,13
1,0,55,3,1,1,2,13,147,0,1,0,134,258.4166666666667,0,3,23,2,16,16,0,4,3,6,10,0,29,1,10,4,6,10
1,1,1,3,1,1,2,59,68,0,1,0,52,145.38333333333333,0,3,23,2,16,16,0,3,29,1,17,0,24,3,17,3,1,17
1,1,55,3,1,1,2,12,192,0,1,0,179,121.36666666666666,0,3,23,2,16,16,0,3,28,0,17,0,23,2,17,3,0,17
1,0,185,3,1,1,2,62,66,0,1,0,54,433.3,0,3,23,2,16,16,0,4,10,6,17,0,5,1,17,4,6,17
0,0,8,3,1,0,1,0,99,0,1,0,87,503.26666666666665,0,3,23,2,16,17,0,4,13,2,15,0,8,4,15,4,2,15
0,1,185,3,1,1,2,59,155,0,0,0,142,120.18333333333334,0,3,23,2,16,16,0,3,28,0,16,0,28,0,16,3,0,16
3,0,53,3,1,1,2,23,57,0,1,0,46,331.1166666666667,0,3,23,2,16,17,0,4,6,2,11,0,1,4,11,4,2,11
0,1,185,3,1,1,2,59,30,0,0,0,11,121.06666666666666,0,3,23,2,16,16,0,3,28,0,17,0,28,0,17,3,0,17
0,0,102,3,1,1,2,11,33,0,1,0,21,258.05,0,3,23,2,16,17,0,4,3,6,10,0,29,1,10,4,6,10
1,0,1,3,1,1,2,12,192,0,1,0,179,2137.15,0,3,23,2,16,16,0,6,20,0,18,0,15,2,18,6,0,18
1,0,185,3,1,1,2,62,96,0,1,0,85,401.01666666666665,0,3,23,2,16,16,0,4,9,5,9,0,4,0,9,4,5,9
1,0,1,3,1,1,2,12,192,0,1,0,179,1825.1333333333334,0,3,23,2,16,17,0,6,7,1,18,0,2,3,17,6,1,18
3,0,102,3,1,1,2,27,52,0,1,0,40,1411.1333333333334,0,3,23,2,16,17,0,5,21,5,12,0,16,0,11,5,5,12
4,0,1,3,1,1,2,59,68,0,1,0,52,331.98333333333335,0,3,23,2,17,17,0,4,6,2,12,0,1,4,12,4,2,12
0,1,183,3,1,1,2,33,204,0,1,0,190,135.96666666666667,0,3,23,2,17,17,0,3,29,1,8,0,24,3,8,3,1,8
1,1,121,3,1,1,2,28,93,0,1,0,81,137.96666666666667,0,3,23,2,17,17,0,3,29,1,10,0,24,3,10,3,1,10
0,0,102,3,1,1,2,19,131,0,0,0,118,1458.0,0,3,23,2,17,17,0,5,23,0,11,0,23,2,17,5,0,11
0,1,185,3,1,1,2,59,30,0,0,0,11,120.86666666666666,0,3,23,2,17,17,0,3,28,0,17,0,28,0,17,3,0,17
0,1,183,3,1,1,2,42,113,0,1,0,100,135.86666666666667,0,3,23,2,17,17,0,3,29,1,8,0,24,3,8,3,1,8
2,0,185,3,1,1,2,59,47,0,1,0,36,305.8333333333333,0,3,23,2,17,17,0,4,5,1,10,0,31,3,10,4,1,10
0,1,185,3,1,1,2,59,85,0,1,0,73,143.76666666666668,0,3,23,2,17,17,0,3,29,1,16,0,24,3,16,3,1,16
0,1,185,3,1,1,2,59,131,0,0,0,118,120.71666666666667,0,3,23,2,17,17,0,3,28,0,17,0,28,0,17,3,0,17
0,1,185,3,1,1,2,59,155,0,0,0,142,121.65,0,3,23,2,17,17,0,3,28,0,18,0,28,0,18,3,0,18
0,1,185,3,1,1,2,59,155,0,1,0,142,120.61666666666666,0,3,23,2,17,17,0,3,28,0,17,0,23,2,17,3,0,17
2,0,53,3,1,1,2,47,74,0,1,0,62,306.26666666666665,0,3,23,2,17,17,0,4,5,1,11,0,31,3,11,4,1,11
0,0,122,3,1,1,2,42,159,0,0,0,143,1457.3833333333334,0,3,23,2,17,17,0,5,23,0,11,0,23,2,17,5,0,11
5,0,1,3,1,1,2,28,93,0,1,0,81,282.1333333333333,0,3,23,2,17,17,0,4,4,0,11,0,30,2,11,4,0,11
0,0,185,3,1,1,2,59,15,0,1,0,4,284.06666666666666,0,3,23,2,17,17,0,4,4,0,13,0,30,2,13,4,0,13
2,0,1,3,1,1,2,27,52,0,1,0,40,959.15,0,3,23,2,17,18,0,5,2,0,17,0,27,2,16,5,0,17
3,1,185,3,1,1,2,59,156,0,1,0,143,121.93333333333334,0,3,23,2,18,18,0,3,28,0,19,0,23,2,19,3,0,19
0,1,185,3,1,1,2,59,85,0,1,0,73,121.86666666666666,0,3,23,2,18,18,0,3,28,0,19,0,23,2,19,3,0,19
2,1,185,3,1,1,2,59,30,0,1,0,11,121.83333333333333,0,3,23,2,18,18,0,3,28,0,19,0,23,2,19,3,0,19
3,1,185,3,1,1,2,59,49,0,1,0,37,121.78333333333333,0,3,23,2,18,18,0,3,28,0,19,0,23,2,19,3,0,19
0,1,185,3,1,1,2,59,85,0,1,0,73,121.75,0,3,23,2,18,18,0,3,28,0,19,0,23,2,19,3,0,19
1,1,185,3,1,1,2,59,156,0,1,0,143,121.65,0,3,23,2,18,18,0,3,28,0,19,0,23,2,19,3,0,19
2,1,1,3,1,1,2,44,2,0,1,0,207,124.61666666666666,0,3,23,2,18,18,0,3,28,0,22,0,23,2,22,3,0,22
1,1,122,3,1,1,2,44,2,0,1,0,207,120.51666666666667,0,3,23,2,18,18,0,3,28,0,18,0,23,2,18,3,0,18
0,1,185,3,1,1,2,59,30,0,0,0,11,120.41666666666667,0,3,23,2,18,18,0,3,28,0,18,0,28,0,18,3,0,18
1,1,185,3,1,1,2,59,156,0,1,0,143,121.41666666666667,0,3,23,2,18,18,0,3,28,0,19,0,23,2,19,3,0,19
0,0,24,3,1,1,2,37,49,0,0,0,37,1456.4,0,3,23,2,18,18,0,5,23,0,11,0,23,2,18,5,0,11
0,0,122,3,1,1,2,42,156,0,0,0,143,1456.3833333333334,0,3,23,2,18,18,0,5,23,0,11,0,23,2,18,5,0,11
1,0,24,3,1,1,2,14,26,0,1,0,15,400.6,0,3,23,2,19,19,0,4,9,5,11,0,4,0,11,4,5,11
2,0,24,3,1,1,2,12,192,0,1,0,179,334.28333333333336,0,3,23,2,19,19,0,4,6,2,17,0,1,4,17,4,2,17
2,0,122,3,1,1,2,27,52,0,1,0,40,782.3666666666667,0,3,23,2,19,19,0,4,25,0,10,0,20,2,9,4,0,10
0,1,185,3,1,1,2,59,49,0,0,0,37,120.55,0,3,23,2,20,20,0,3,28,0,20,0,28,0,20,3,0,20
0,1,185,3,1,1,2,59,153,0,1,0,140,121.6,0,3,23,2,21,21,0,3,28,0,22,0,23,2,22,3,0,22
0,0,24,3,1,1,2,17,200,0,1,0,187,420.21666666666664,0,3,23,2,21,21,0,4,10,6,9,0,5,1,9,4,6,9
1,0,122,3,0,1,1,42,205,0,1,0,191,132.46666666666667,0,3,23,2,22,22,0,3,29,1,10,0,24,3,10,3,1,10
0,1,185,3,1,1,2,59,49,0,0,0,37,120.38333333333334,0,3,23,2,22,22,0,3,28,0,22,0,28,0,22,3,0,22
3,0,185,3,1,1,2,59,47,0,1,0,36,467.8666666666667,0,3,23,2,23,23,0,4,12,1,10,0,7,3,10,4,1,10
3,0,24,3,1,1,2,59,68,0,1,0,52,399.76666666666665,0,3,23,2,23,23,0,4,9,5,14,0,4,0,14,4,5,14
2,0,122,3,1,1,2,44,54,0,1,0,42,898.8,0,3,23,2,23,23,0,4,30,5,10,0,25,0,9,4,5,10
0,0,185,3,1,1,2,59,47,0,1,0,36,299.68333333333334,0,3,24,3,0,0,0,4,5,1,11,0,31,3,11,4,1,11
0,1,185,3,1,1,2,59,106,0,1,0,94,121.6,0,3,24,3,0,0,0,3,29,1,1,0,24,3,1,3,1,1
0,1,185,3,1,1,2,59,117,0,1,0,104,120.98333333333333,0,3,24,3,1,1,0,3,29,1,1,0,24,3,1,3,1,1
3,0,185,3,1,1,2,59,173,0,1,0,160,292.65,0,3,24,3,1,1,0,4,5,1,5,0,31,3,5,4,1,5
0,1,185,3,1,1,2,59,173,0,1,0,160,120.98333333333333,0,3,24,3,3,3,0,3,29,1,3,0,24,3,3,3,1,3
0,1,185,3,1,1,2,59,185,0,1,0,166,120.7,0,3,24,3,3,3,0,3,29,1,3,0,24,3,3,3,1,3
0,1,185,3,1,1,2,59,106,0,1,0,94,120.78333333333333,0,3,24,3,4,4,0,3,29,1,4,0,24,3,4,3,1,4
0,1,185,3,1,1,2,59,117,0,1,0,104,120.7,0,3,24,3,5,5,0,3,29,1,5,0,24,3,5,3,1,5
1,1,1,3,1,1,2,59,68,0,1,0,52,129.35,0,3,24,3,6,6,0,3,29,1,15,0,24,3,15,3,1,15
1,1,151,3,1,1,2,59,68,0,1,0,52,128.1,0,3,24,3,6,6,0,3,29,1,14,0,24,3,14,3,1,14
0,1,185,3,1,1,2,59,30,0,0,0,11,121.06666666666666,0,3,24,3,6,6,0,3,29,1,7,0,29,1,7,3,1,7
0,0,151,3,1,1,2,11,33,0,1,0,21,415.68333333333334,0,3,24,3,7,7,0,4,10,6,14,0,5,1,14,4,6,14
0,1,185,3,1,1,2,59,195,0,1,0,181,120.6,0,3,24,3,7,7,0,3,29,1,7,0,24,3,7,3,1,7
0,1,154,3,2,2,3,14,26,0,1,0,15,297.3833333333333,0,3,24,3,7,7,0,4,5,1,16,0,31,3,16,4,1,16
1,0,151,3,1,1,2,59,47,0,1,0,36,409.3666666666667,0,3,24,3,7,7,0,4,10,6,8,0,5,1,8,4,6,8
0,1,185,3,2,2,3,59,195,0,1,0,181,120.28333333333333,0,3,24,3,7,7,0,3,29,1,7,0,24,3,7,3,1,7
0,1,185,3,2,2,3,59,195,0,1,0,181,121.21666666666667,0,3,24,3,7,7,0,3,29,1,8,0,24,3,8,3,1,8
1,1,1,3,1,1,2,59,68,0,1,0,52,127.13333333333334,0,3,24,3,7,8,0,3,29,1,14,0,24,3,14,3,1,14
1,1,154,3,2,2,3,53,97,0,1,0,105,194.81666666666666,0,3,24,3,7,7,0,4,1,4,10,0,28,0,9,4,4,10
2,1,151,3,1,1,2,13,138,0,1,0,126,129.05,0,3,24,3,7,8,0,3,29,1,16,0,24,3,16,3,1,16
0,1,185,3,1,1,2,59,30,0,0,0,11,121.03333333333333,0,3,24,3,7,7,0,3,29,1,8,0,29,1,8,3,1,8
0,1,1,3,1,1,2,14,182,0,1,0,114,122.91666666666667,0,3,24,3,8,8,0,3,29,1,10,0,24,3,10,3,1,10
4,0,151,3,1,1,2,12,114,0,1,0,101,247.85,0,3,24,3,8,8,0,4,3,6,15,0,29,1,15,4,6,15
6,0,185,3,1,1,2,59,68,0,1,0,52,316.8333333333333,0,3,24,3,8,8,0,4,6,2,12,0,1,4,12,4,2,12
7,0,185,3,1,1,2,61,41,0,1,0,29,770.9333333333333,0,3,24,3,8,8,0,4,25,0,11,0,20,2,10,4,0,11
0,1,151,3,1,1,2,17,200,0,1,0,187,127.63333333333334,0,3,24,3,8,8,0,3,29,1,15,0,24,3,15,3,1,15
1,0,101,3,1,1,2,13,138,0,1,0,126,607.75,0,3,24,3,8,8,0,4,18,0,16,0,13,2,15,4,0,16
1,1,1,3,1,1,2,17,135,0,1,0,122,122.6,0,3,24,3,8,8,0,3,29,1,10,0,24,3,10,3,1,10
0,1,185,3,1,1,2,59,215,0,0,0,11,120.58333333333333,0,3,24,3,8,8,0,3,29,1,8,0,29,1,8,3,1,8
0,1,185,3,1,1,2,59,30,0,0,0,11,120.58333333333333,0,3,24,3,8,8,0,3,29,1,8,0,29,1,8,3,1,8
1,1,154,3,2,2,3,14,40,0,1,0,28,224.58333333333334,0,3,24,3,8,8,0,4,2,5,16,0,28,0,16,4,5,16
1,0,101,3,1,1,2,36,21,0,1,0,9,223.55,0,3,24,3,8,8,0,4,2,5,15,0,28,0,15,4,5,15
0,1,185,3,1,1,2,59,30,0,0,0,11,121.48333333333333,0,3,24,3,8,8,0,3,29,1,9,0,29,1,9,3,1,9
4,0,151,3,1,1,2,12,192,0,1,0,179,319.46666666666664,0,3,24,3,8,8,0,4,6,2,15,0,1,4,15,4,2,15
0,0,1,3,1,1,2,14,125,0,1,0,112,225.43333333333334,0,3,24,3,8,8,0,4,2,5,17,0,28,0,17,4,5,17
1,0,151,3,1,1,2,34,17,0,1,0,7,393.4,0,3,24,3,8,8,0,4,9,5,17,0,4,0,17,4,5,17
1,0,185,3,1,1,2,59,68,0,1,0,52,606.5666666666667,0,3,24,3,8,8,0,4,18,0,15,0,13,2,15,4,0,15
1,0,1,3,1,1,2,18,157,0,1,0,145,243.36666666666667,0,3,24,3,8,8,0,4,3,6,11,0,29,1,11,4,6,11
0,1,185,3,2,2,3,59,195,0,1,0,181,121.31666666666666,0,3,24,3,8,8,0,3,29,1,9,0,24,3,9,3,1,9
0,1,1,3,1,1,2,14,125,0,1,0,112,129.31666666666666,0,3,24,3,8,8,0,3,29,1,17,0,24,3,17,3,1,17
0,1,170,3,1,1,2,52,215,0,1,0,200,166.3,0,3,24,3,8,9,0,3,31,3,6,0,26,5,6,3,3,6
3,0,23,3,1,1,2,47,136,0,1,0,123,266.28333333333336,0,3,24,3,8,8,0,4,4,0,10,0,30,2,10,4,0,10
0,1,23,3,1,1,2,16,12,0,1,0,1,121.25,0,3,24,3,8,8,0,3,29,1,9,0,24,3,9,3,1,9
2,1,1,3,1,1,2,28,93,0,1,0,81,123.21666666666667,0,3,24,3,8,8,0,3,29,1,11,0,24,3,11,3,1,11
1,0,23,3,1,1,2,18,157,0,1,0,145,243.2,0,3,24,3,8,8,0,4,3,6,11,0,29,1,11,4,6,11
4,0,101,3,1,1,2,13,209,0,1,0,196,1106.2666666666667,0,3,24,3,8,8,0,5,9,0,11,0,4,2,10,5,0,11
1,1,23,3,1,1,2,12,192,0,1,0,179,129.11666666666667,0,3,24,3,8,8,0,3,29,1,17,0,24,3,17,3,1,17
0,0,140,3,0,0,0,53,193,0,1,0,176,97.48333333333333,0,3,24,3,8,8,0,3,28,0,10,0,28,0,9,3,0,10
2,1,168,3,1,1,2,9,127,0,1,0,114,124.1,0,3,24,3,8,8,0,3,29,1,12,0,24,3,12,3,1,12
0,1,185,3,1,1,2,59,185,0,1,0,166,121.06666666666666,0,3,24,3,8,8,0,3,29,1,9,0,24,3,9,3,1,9
0,1,185,3,1,1,2,59,30,0,0,0,11,121.0,0,3,24,3,8,8,0,3,29,1,9,0,29,1,9,3,1,9
3,0,23,3,1,1,2,20,100,0,1,0,88,769.1166666666667,0,3,24,3,9,9,0,4,25,0,10,0,20,2,10,4,0,10
2,1,151,3,1,1,2,8,76,0,1,0,65,125.96666666666667,0,3,24,3,9,9,0,3,29,1,14,0,24,3,14,3,1,14
1,1,1,3,1,1,2,28,93,0,1,0,81,125.96666666666667,0,3,24,3,9,9,0,3,29,1,14,0,24,3,14,3,1,14
3,1,1,3,1,1,2,59,68,0,1,0,52,123.95,0,3,24,3,9,9,0,3,29,1,12,0,24,3,12,3,1,12
0,1,23,3,1,1,2,45,198,0,1,0,184,125.93333333333334,0,3,24,3,9,9,0,3,29,1,14,0,24,3,13,3,1,14
1,1,1,3,1,1,2,36,21,0,1,0,9,125.91666666666667,0,3,24,3,9,9,0,3,29,1,14,0,24,3,14,3,1,14
2,1,185,3,1,1,2,54,101,0,1,0,89,121.88333333333334,0,3,24,3,9,9,0,3,29,1,10,0,24,3,10,3,1,10
0,1,1,3,1,1,2,59,68,0,1,0,52,123.86666666666666,0,3,24,3,9,9,0,3,29,1,12,0,24,3,12,3,1,12
1,1,75,3,1,1,2,28,93,0,1,0,81,122.85,0,3,24,3,9,9,0,3,29,1,11,0,24,3,11,3,1,11
0,1,185,3,1,1,2,59,68,0,0,0,52,120.81666666666666,0,3,24,3,9,9,0,3,29,1,9,0,29,1,9,3,1,9
0,1,185,3,1,1,2,59,47,0,1,0,36,120.71666666666667,0,3,24,3,9,9,0,3,29,1,9,0,24,3,9,3,1,9
1,1,151,3,1,1,2,59,68,0,1,0,52,122.68333333333334,0,3,24,3,9,9,0,3,29,1,11,0,24,3,11,3,1,11
2,0,185,3,1,1,2,59,30,0,1,0,11,408.65,0,3,24,3,9,9,0,4,10,6,9,0,5,1,9,4,6,9
1,1,1,3,1,1,2,59,68,0,1,0,52,122.56666666666666,0,3,24,3,9,9,0,3,29,1,11,0,24,3,11,3,1,11
2,1,151,3,1,1,2,17,135,0,1,0,122,125.56666666666666,0,3,24,3,9,9,0,3,29,1,14,0,24,3,14,3,1,14
4,1,55,3,1,1,2,59,86,0,1,0,75,144.6,0,3,24,3,9,9,0,3,30,2,10,0,25,4,3,3,2,10
2,0,185,3,1,1,2,65,140,0,1,0,127,967.6833333333333,0,3,24,3,9,9,0,5,3,1,17,0,28,3,16,5,1,17
3,1,1,3,1,1,2,59,68,0,1,0,52,122.53333333333333,0,3,24,3,9,9,0,3,29,1,11,0,24,3,11,3,1,11
1,0,185,3,1,1,2,59,47,0,1,0,36,431.48333333333335,0,3,24,3,9,9,0,4,11,0,8,0,6,2,8,4,0,8
0,1,170,3,1,1,2,52,215,0,1,0,200,165.45,0,3,24,3,9,9,0,3,31,3,6,0,26,5,6,3,3,6
0,1,170,3,1,1,2,52,215,0,1,0,200,165.45,0,3,24,3,9,9,0,3,31,3,6,0,26,5,6,3,3,6
2,0,55,3,1,1,2,59,68,0,1,0,52,458.45,0,3,24,3,9,9,0,4,12,1,11,0,7,3,11,4,1,11
0,1,170,3,1,1,2,52,215,0,1,0,200,165.43333333333334,0,3,24,3,9,9,0,3,31,3,6,0,26,5,6,3,3,6
0,1,170,3,1,1,2,52,215,0,1,0,200,165.43333333333334,0,3,24,3,9,9,0,3,31,3,6,0,26,5,6,3,3,6
0,1,185,3,1,1,2,59,30,0,0,0,11,120.41666666666667,0,3,24,3,9,9,0,3,29,1,9,0,29,1,9,3,1,9
0,1,170,3,1,1,2,52,215,0,1,0,200,165.41666666666666,0,3,24,3,9,9,0,3,31,3,6,0,26,5,6,3,3,6
0,1,170,3,1,1,2,52,215,0,1,0,200,165.4,0,3,24,3,9,9,0,3,31,3,6,0,26,5,6,3,3,6
0,1,170,3,1,1,2,52,215,0,1,0,200,165.4,0,3,24,3,9,9,0,3,31,3,6,0,26,5,6,3,3,6
0,1,1,3,1,1,2,33,204,0,1,0,190,124.4,0,3,24,3,9,9,0,3,29,1,13,0,24,3,13,3,1,13
1,1,55,3,1,1,2,59,68,0,1,0,52,122.4,0,3,24,3,9,9,0,3,29,1,11,0,24,3,11,3,1,11
1,1,178,3,1,1,2,59,68,0,1,0,52,121.36666666666666,0,3,24,3,9,9,0,3,29,1,10,0,24,3,10,3,1,10
0,1,185,3,1,1,2,59,195,0,1,0,181,121.3,0,3,24,3,9,9,0,3,29,1,10,0,24,3,10,3,1,10
2,0,23,3,1,1,2,21,81,0,1,0,69,222.3,0,3,24,3,9,9,0,4,2,5,15,0,28,0,15,4,5,15
1,0,1,3,1,1,2,18,157,0,1,0,145,242.25,0,3,24,3,9,9,0,4,3,6,11,0,29,1,11,4,6,11
0,1,1,3,1,1,2,42,205,0,1,0,191,122.23333333333333,0,3,24,3,9,10,0,3,29,1,11,0,24,3,11,3,1,11
2,0,185,3,1,1,2,61,24,0,1,0,13,486.18333333333334,0,3,24,3,9,9,0,4,13,2,15,0,8,4,15,4,2,15
3,0,185,3,1,1,2,59,47,0,1,0,36,431.1166666666667,0,3,24,3,9,9,0,4,11,0,8,0,6,2,8,4,0,8
0,1,185,3,1,1,2,59,30,0,0,0,11,121.06666666666666,0,3,24,3,9,9,0,3,29,1,10,0,29,1,10,3,1,10
0,1,55,3,1,1,2,23,57,0,1,0,46,125.01666666666667,0,3,24,3,9,10,0,3,29,1,14,0,24,3,14,3,1,14
0,0,185,3,1,1,2,54,73,0,1,0,61,6999.016666666666,0,3,24,3,9,9,1,1,10,1,1,0,24,4,8,1,1,1
1,0,1,3,1,1,2,59,68,0,1,0,52,382.98333333333335,0,3,24,3,10,10,0,4,9,5,8,0,4,0,8,4,5,8
0,1,185,3,1,1,2,59,30,0,0,0,11,120.96666666666667,0,3,24,3,10,10,0,3,29,1,10,0,29,1,10,3,1,10
0,1,185,3,1,1,2,59,185,0,1,0,166,120.96666666666667,0,3,24,3,10,10,0,3,29,1,10,0,24,3,10,3,1,10
2,0,55,3,1,1,2,23,115,0,1,0,102,1968.0833333333333,0,3,24,3,10,10,0,6,14,1,10,0,9,3,9,6,1,10
0,0,22,3,1,1,2,11,33,0,1,0,21,268.95,0,3,24,3,10,10,0,4,4,0,14,0,30,2,14,4,0,14
0,0,185,3,1,1,2,54,73,0,1,0,61,886.1166666666667,0,3,24,3,10,10,0,4,30,5,8,0,25,0,8,4,5,8
0,1,185,3,1,1,2,59,30,0,0,0,11,120.9,0,3,24,3,10,10,0,3,29,1,10,0,29,1,10,3,1,10
3,0,1,3,1,1,2,14,182,0,1,0,169,557.0166666666667,0,3,24,3,10,10,0,4,16,5,15,0,11,0,14,4,5,15
2,0,170,3,0,0,0,44,2,0,1,0,207,121.86666666666666,0,3,24,3,10,10,0,3,29,1,11,0,24,3,11,3,1,11
0,1,1,3,1,1,2,42,205,0,1,0,191,121.85,0,3,24,3,10,10,0,3,29,1,11,0,24,3,11,3,1,11
0,0,1,3,1,0,1,42,205,0,1,0,191,120.83333333333333,0,3,24,3,10,10,0,3,29,1,10,0,24,3,10,3,1,10
1,1,1,3,1,1,2,59,68,0,1,0,52,124.81666666666666,0,3,24,3,10,10,0,3,29,1,14,0,24,3,13,3,1,14
2,1,55,3,1,1,2,12,114,0,1,0,101,127.81666666666666,0,3,24,3,10,10,0,3,29,1,17,0,24,3,17,3,1,17
1,0,55,3,1,1,2,9,87,0,1,0,76,991.95,0,3,24,3,10,10,0,5,4,2,18,0,29,4,17,5,2,18
4,0,17,3,1,1,2,41,175,0,1,0,162,414.75,0,3,24,3,10,10,0,4,10,6,16,0,5,1,16,4,6,16
1,1,55,3,1,1,2,59,27,0,1,0,16,129.75,0,3,24,3,10,10,0,3,29,1,19,0,24,3,19,3,1,19
0,1,1,3,1,1,2,42,205,0,1,0,191,121.73333333333333,0,3,24,3,10,10,0,3,29,1,11,0,24,3,11,3,1,11
3,0,185,3,1,1,2,63,180,0,1,0,167,292.68333333333334,0,3,24,3,10,10,0,4,5,1,14,0,31,3,14,4,1,14
1,0,1,3,1,1,2,59,68,0,1,0,52,390.65,0,3,24,3,10,10,0,4,9,5,16,0,4,0,16,4,5,16
1,1,154,3,2,2,3,59,86,0,1,0,75,137.63333333333333,0,3,24,3,10,10,0,3,30,2,3,0,25,4,3,3,2,3
7,0,185,3,1,1,2,59,157,0,1,0,145,264.6333333333333,0,3,24,3,10,10,0,4,4,0,10,0,30,2,10,4,0,10
1,0,185,3,1,1,2,59,90,0,1,0,78,447.56666666666666,0,3,24,3,10,10,0,4,12,1,1,0,7,3,1,4,1,1
1,0,151,3,1,1,2,28,93,0,1,0,81,241.56666666666666,0,3,24,3,10,10,0,4,3,6,11,0,29,1,11,4,6,11
0,0,55,3,1,1,2,27,52,0,1,0,40,415.53333333333336,0,3,24,3,10,10,0,4,10,6,17,0,5,1,17,4,6,17
2,0,185,3,1,1,2,62,66,0,1,0,54,752.65,0,3,24,3,10,10,0,4,24,6,19,0,19,1,18,4,6,19
1,1,170,3,1,1,2,44,2,0,1,0,207,126.51666666666667,0,3,24,3,10,10,0,3,29,1,16,0,24,3,16,3,1,16
1,0,185,3,1,1,2,62,96,0,1,0,85,383.5,0,3,24,3,10,10,0,4,9,5,9,0,4,0,9,4,5,9
0,1,66,3,1,1,2,0,99,1,1,0,87,120.5,0,3,24,3,10,10,0,3,29,1,10,0,24,3,10,3,1,10
3,0,151,3,1,1,2,12,192,0,1,0,179,238.5,0,3,24,3,10,10,0,4,3,6,8,0,29,1,8,4,6,8
0,0,1,3,1,1,2,59,68,0,1,0,52,382.5,0,3,24,3,10,10,0,4,9,5,8,0,4,0,8,4,5,8
1,0,185,3,1,1,2,62,96,0,1,0,85,247.48333333333332,0,3,24,3,10,10,0,4,3,6,17,0,29,1,17,4,6,17
4,0,1,3,1,1,2,59,68,0,1,0,52,575.6,0,3,24,3,10,10,0,4,17,6,10,0,12,1,10,4,6,10
1,1,170,3,1,1,2,44,2,0,1,0,207,126.4,0,3,24,3,10,10,0,3,29,1,16,0,24,3,16,3,1,16
1,0,151,3,1,1,2,59,68,0,1,0,52,388.4,0,3,24,3,10,10,0,4,9,5,14,0,4,0,14,4,5,14
0,0,154,3,1,1,2,44,54,0,1,0,42,271.35,0,3,24,3,10,10,0,4,4,0,17,0,30,2,17,4,0,17
0,1,1,3,1,1,2,28,93,0,1,0,81,121.35,0,3,24,3,10,10,0,3,29,1,11,0,24,3,11,3,1,11
0,0,7,3,1,1,2,19,1,0,1,0,206,216.31666666666666,0,3,24,3,10,11,0,4,2,5,10,0,28,0,10,4,5,10
1,0,33,3,1,1,2,2,201,0,1,0,185,895.45,0,3,24,3,10,10,0,4,30,5,18,0,25,0,17,4,5,18
1,1,1,3,1,1,2,59,30,0,1,0,11,143.3,0,3,24,3,10,10,0,3,30,2,9,0,25,4,9,3,2,9
2,0,185,3,1,1,2,59,47,0,1,0,36,290.28333333333336,0,3,24,3,10,10,0,4,5,1,12,0,31,3,12,4,1,12
0,0,101,3,1,1,2,59,68,0,1,0,52,390.28333333333336,0,3,24,3,10,10,0,4,9,5,16,0,4,0,16,4,5,16
2,1,1,3,1,1,2,33,204,0,1,0,190,123.25,0,3,24,3,10,10,0,3,29,1,13,0,24,3,13,3,1,13
1,0,1,3,1,1,2,59,15,0,1,0,4,245.18333333333334,0,3,24,3,10,11,0,4,3,6,15,0,29,1,15,4,6,15
1,0,1,3,1,1,2,12,114,0,1,0,101,311.1333333333333,0,3,24,3,10,10,0,4,6,2,9,0,1,4,9,4,2,9
1,0,55,3,1,1,2,47,119,0,1,0,106,215.11666666666667,0,3,24,3,10,10,0,4,2,5,9,0,28,0,9,4,5,9
1,0,154,3,1,1,2,9,214,0,1,0,199,460.0833333333333,0,3,24,3,10,10,0,4,12,1,14,0,7,3,14,4,1,14
1,1,1,3,1,1,2,59,15,0,1,0,4,161.06666666666666,0,3,24,3,10,11,0,3,31,3,3,0,26,5,3,3,3,3
1,0,101,3,1,1,2,20,100,0,1,0,88,291.06666666666666,0,3,24,3,10,10,0,4,5,1,13,0,31,3,13,4,1,13
0,1,185,3,1,1,2,59,30,0,0,0,11,121.06666666666666,0,3,24,3,10,10,0,3,29,1,11,0,29,1,11,3,1,11
1,1,151,3,1,1,2,28,93,0,1,0,81,122.05,0,3,24,3,10,11,0,3,29,1,12,0,24,3,12,3,1,12
1,1,151,3,1,1,2,28,93,0,1,0,81,123.95,0,3,24,3,11,11,0,3,29,1,14,0,24,3,14,3,1,14
5,1,154,3,1,1,2,59,30,0,1,0,11,143.95,0,3,24,3,11,11,0,3,30,2,10,0,25,4,10,3,2,10
5,0,1,3,1,1,2,10,133,0,1,0,120,462.9166666666667,0,3,24,3,11,11,0,4,12,1,17,0,7,3,17,4,1,17
0,1,185,3,1,1,2,59,185,0,1,0,166,120.9,0,3,24,3,11,11,0,3,29,1,11,0,24,3,11,3,1,11
0,1,55,3,1,1,2,16,69,0,1,0,56,123.88333333333334,0,3,24,3,11,11,0,3,29,1,14,0,24,3,14,3,1,14
